,sku,post_status,product_title,short_description,description,featured_image,price,sale_price,in_stock,Stock,sale_price_dates_from,sale_price_dates_to,In stock?,Low stock amount,Backorders allowed?,Sold individually?,Weight,Length,Width,Height (cm),category,tag
115,C887VAG-4G-GA-K9,1,C887VAG-4G-GA-K9,," <p>
  LTE 2.0 Secure IOS Router VDSL/ADSL2+ w Antenna
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2021/07/c881g-4g-ga-k9.jpg,0,,1,,,,0,,0,0,,,,,"800 Series, ","cisco, Routers, "
116,C891F-K9,1,C891F-K9,," <p>
  Gigabit Ethernet security router with SFP
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2021/07/cisco-cisco888-k9-cisco888-g-shdsl-sec-router-w-isdn-b-u-10104646-KaEY_1280x1280@2x.jpg,0,,1,,,,0,,0,0,,,,,"800 Series, ","cisco, Routers, "
117,C892FSP-K9,1,C892FSP-K9,," <p>
  892FSP Gigabit Ethernet security router with SFP
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2021/07/cisco-cisco888-k9-cisco888-g-shdsl-sec-router-w-isdn-b-u-10104646-KaEY_1280x1280@2x.jpg,0,,1,,,,0,,0,0,,,,,"800 Series, ","cisco, Routers, "
118,C897VA-M-K9,1,C897VA-M-K9,," <p>
  897VA Gigabit Ethernet security router with SFP
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2021/07/cisco-cisco888-k9-cisco888-g-shdsl-sec-router-w-isdn-b-u-10104646-KaEY_1280x1280@2x.jpg,0,,1,,,,0,,0,0,,,,,"800 Series, ","cisco, Routers, "
119,C897VAM-W-E-K9,1,C897VAM-W-E-K9,," <p>
  Cisco 897 Annex M over POTs &amp; 1GE/SFP, 802.11n
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2021/07/cisco-cisco888-k9-cisco888-g-shdsl-sec-router-w-isdn-b-u-10104646-KaEY_1280x1280@2x.jpg,0,,1,,,,0,,0,0,,,,,"800 Series, ","cisco, Routers, "
120,C897VAMG-LTE-GA-K9,1,C897VAMG-LTE-GA-K9,," <p>
  GE SFP VDSL2/ADSL2+Annex MovrPTS 4G LTE/HSPA+
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2021/07/cisco-cisco888-k9-cisco888-g-shdsl-sec-router-w-isdn-b-u-10104646-KaEY_1280x1280@2x.jpg,0,,1,,,,0,,0,0,,,,,"800 Series, ","cisco, Routers, "
121,C898EA-K9,1,C898EA-K9,," <p>
  G.SHDSL ATM/EFM Multi-mode &amp; 1GE/SFP
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2021/07/cisco-cisco888-k9-cisco888-g-shdsl-sec-router-w-isdn-b-u-10104646-KaEY_1280x1280@2x.jpg,0,,1,,,,0,,0,0,,,,,"800 Series, ","cisco, Routers, "
122,C9200-24P-E,1,C9200-24P-E,," <p>
  Catalyst 9200 24-port PoE+, Network Essentials
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"9200 Series, ","cisco, switches, "
123,C9200-24T-A,1,C9200-24T-A,," <p>
  Catalyst 9200 24-port data only, Network Advantage
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"9200 Series, ","cisco, switches, "
124,C9300-24T-A,1,C9300-24T-A,," <p>
  Catalyst 9300 24-port data only, Network Advantage
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"9300 Series, ","cisco, switches, "
125,C9300-24U-E,1,C9300-24U-E,," <p>
  Catalyst 9300 24-port UPOE, Network Essentials
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"9300 Series, ","cisco, switches, "
126,C9300-48P-A,1,C9300-48P-A,," <p>
  Catalyst 9300 48-port PoE+, Network Advantage
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"9300 Series, ","cisco, switches, "
127,C9300-48P-E,1,C9300-48P-E,," <p>
  Catalyst 9300 48-port PoE+, Network Essentials
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"9300 Series, ","cisco, switches, "
128,C9300-NM-8X,1,C9300-NM-8X,," <p>
  Catalyst 9300 8 x 10GE Network Module
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switch Parts, ","cisco, switches, "
129,C9400-LC-48U,1,C9400-LC-48U,," <p>
  Catalyst 9400 48-Port UPOE 10/100/1000 (RJ-45)
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"9400 Series, ","cisco, switches, "
130,CAB-SPWR-150CM,1,CAB-SPWR-150CM,," <p>
  3750-X StackPower cable, 150cm
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switch Parts, ","cisco, switches, "
131,CAB-SPWR-30CM,1,CAB-SPWR-30CM,," <p>
  Catalyst 3750X/3850 Stack Power Cable 30 CM
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switch Parts, ","cisco, switches, "
132,CAB-STACK-1M,1,CAB-STACK-1M,," <p>
  STACKWISE 1M STACKING CABLE
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switch Parts, ","cisco, switches, "
133,CAB-STACK-3M,1,CAB-STACK-3M,," <p>
  STACKWISE 3M STACKING CABLE
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switch Parts, ","cisco, switches, "
134,CAB-STACK-50CM,1,CAB-STACK-50CM,," <p>
  STACKWISE 50cm STACKING CABLE
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switch Parts, ","cisco, switches, "
135,CCS-HD-250GB,1,CCS-HD-250GB,," <p>
  250GB Internal Drive for Cisco IronPort Appliance
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switch Parts, ","cisco, Parts, "
136,,1,CE7850-32Q-EI Huawei CE7800 Series Data Center Switch," <p>
  CE7850-32Q-EI Huawei CE7800 Series Data Center Switch
 </p>
 <p>
  CE7850-32Q-EI Switch(32-Port 40GE QSFP+
 </p>
 <p>
  Tested and well maintained by professional team,working in A good condition.
 </p>
 <p>
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For inquiries please contact us on 971-504086561.
 </p>
</div>"," <p>
  CE7850-32Q-EI Huawei CE7800 Series Data Center Switch
 </p>
 <p>
  CE7850-32Q-EI Switch(32-Port 40GE QSFP+
 </p>
 <p>
  Tested and well maintained by professional team,working in A good condition.
 </p>
 <p>
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For inquiries please contact us on 971-504086561.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2021/06/huawei-ce7850-32q-ei_0.jpg,0,,0,,,,0,,0,0,,,,,"Huawei, ",
137,Cisco2921/K9,1,Cisco 2900 Series Cisco2921/K9 V02 Integrated Services Router,," <h2>
  Cisco 2900 Series CISCO2921/K9 V02 Integrated Services Router
 </h2>
 <p>
  Cisco 2900 Series CISCO2921/K9 V02 Integrated Services Router build on 25 years of Cisco innovation and product leadership. The new platforms are architected to enable the next phase of branch-office evolution, providing rich media collaboration and virtualization to the branch while maximizing operational cost savings The Integrated Services Routers Generation 2 platforms are future-enabled with multi-core CPUs, support for high capacity DSPs (Digital Signal Processors) for future enhanced video capabilities, high powered service modules with improved availability, Gigabit Ethernet switching with enhanced POE, and new energy monitoring and control capabilities while enhancing overall system performance.
 </p>
 <table class=""a-keyvalue prodDetTable"" id=""productDetails_techSpec_section_2"" role=""presentation"">
  <tbody>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Brand
    </th>
    <td class=""a-size-base"">
     Cisco
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Series
    </th>
    <td class=""a-size-base"">
     Cisco 2901
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item model number
    </th>
    <td class=""a-size-base"">
     CISCO2901-V/K9
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Weight
    </th>
    <td class=""a-size-base"">
     13.4 pounds
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Product Dimensions
    </th>
    <td class=""a-size-base"">
     17.2 x 17.3 x 1.8 inches
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Dimensions LxWxH
    </th>
    <td class=""a-size-base"">
     17.2 x 17.3 x 1.8 inches
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Department
    </th>
    <td class=""a-size-base"">
     Network – Routers / Remote
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Manufacturer
    </th>
    <td class=""a-size-base"">
     CISCO SYSTEMS – ENTERPRISE
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     ASIN
    </th>
    <td class=""a-size-base"">
     B00BRCW9DG
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     National Stock Number
    </th>
    <td class=""a-size-base"">
     7025-01-594-4904
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Is Discontinued By Manufacturer
    </th>
    <td class=""a-size-base"">
     No
    </td>
   </tr>
  </tbody>
 </table>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For enquires please contact us on (+971) 56 109 8656.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/08/cisco3925.jpg,0,,1,,,,0,,0,0,,,,,"2900 Series, Cisco, Routers, ","cisco, cisco integrated service router, cisco router, router, "
138,2901 Cisco,1,Cisco 2901/K9 Router ISR G2," <p>
  CISCO
 </p>
</div>"," <h2>
  CISCO2901/K9 Cisco 2901 Router ISR G2
 </h2>
 <p>
  Cisco 2901/K9 Router; W/2GE, 4EHWIC, 2DSP, 256.
 </p>
 <table class=""a-keyvalue prodDetTable"" id=""productDetails_techSpec_section_1"" role=""presentation"">
  <tbody>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Brand
    </th>
    <td class=""a-size-base"">
     Cisco
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Manufacturer
    </th>
    <td class=""a-size-base"">
     CISCO SYSTEMS – ENTERPRISE
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Height
    </th>
    <td class=""a-size-base"">
     17.3 Inches
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Width
    </th>
    <td class=""a-size-base"">
     17.25 Inches
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Product Dimensions
    </th>
    <td class=""a-size-base"">
     5.08 x 43.82 x 43.94 cm; 6.1 Kilograms
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item model number
    </th>
    <td class=""a-size-base"">
     CISCO2901-K9
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     RAM Size
    </th>
    <td class=""a-size-base"">
     512 MB
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Wattage
    </th>
    <td class=""a-size-base"">
     40 Watts
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Are Batteries Included
    </th>
    <td class=""a-size-base"">
     No
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Manufacturer
    </th>
    <td class=""a-size-base"">
     CISCO SYSTEMS – ENTERPRISE
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Weight
    </th>
    <td class=""a-size-base"">
     6 kg 100 g
    </td>
   </tr>
  </tbody>
 </table>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For enquires please contact us on (+971) 56 109 8656.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/08/cisco2901-k9-1.jpg,0,,1,,,,0,,0,0,,,,,"Cisco, Routers, ","cisco, cisco integrated service router, cisco router, router, "
139,Cisco3925/K9,1,Cisco 3925 Integrated Services Router Cisco3925/K9,," <h2>
  Cisco 3925 Integrated Services Router CISCO3925/K9
 </h2>
 <p>
 </p>
 <p>
  The Cisco 3925 Integrated Services Router (ISR) delivers highly secure data, voice, video, and application services to small branch offices. Key features include:
 </p>
 <ul>
  <li>
   Modular Services Performance Engine (SPE) 100, which can be upgraded for even higher performance as next-generation WAN environments evolve
  </li>
  <li>
   3 integrated 10/100/1000 Ethernet ports with 2 ports capable of RJ-45 or SFP connectivity
  </li>
  <li>
   2 service module slots
  </li>
  <li>
   4 Enhanced High-Speed WAN Interface Card (EHWIC) slots
  </li>
  <li>
   4 onboard digital signal processor (DSP) slots
  </li>
  <li>
   1 Internal Services Module slot
  </li>
  <li>
   Dual integrated power supplies
  </li>
  <li>
   Fully integrated power distribution to modules supporting 802.3af Power over Ethernet
  </li>
  <li>
   A universal IOS image that lets you deploy new IOS services quickly
  </li>
  <li>
   Security
   <ul>
    <li>
     Embedded hardware-accelerated VPN encryption for secure collaboration
    </li>
    <li>
     Integrated threat control using Cisco IOS Firewall, Cisco IOS Zone-Based Firewall, Cisco IOS IPS, and Cisco IOS Content Filtering
    </li>
    <li>
     Identity management using authentication, authorization, and accounting (AAA) and public key infrastructure
    </li>
   </ul>
  </li>
  <li>
   Unified Communications
   <ul>
    <li>
     High-density-packet voice DSP module, optimized for voice and video support
    </li>
    <li>
     Standards-certified VoiceXML browser services
    </li>
    <li>
     Cisco Unified Border Element capabilities for up to 800 sessions
    </li>
    <li>
     Cisco Unity Express voicemail support
    </li>
    <li>
     Support for Cisco Communications Manager Express and Survivable Remote Site Telephony
    </li>
   </ul>
  </li>
 </ul>
 <table class=""a-keyvalue prodDetTable"" id=""productDetails_techSpec_section_1"" role=""presentation"">
  <tbody>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Brand
    </th>
    <td class=""a-size-base"">
     Cisco
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Height
    </th>
    <td class=""a-size-base"">
     6 Inches
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Width
    </th>
    <td class=""a-size-base"">
     18 Inches
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Product Dimensions
    </th>
    <td class=""a-size-base"">
     45.72 x 45.72 x 15.24 cm; 17.69 Kilograms
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item model number
    </th>
    <td class=""a-size-base"">
     CISCO3925/K9
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Are Batteries Included
    </th>
    <td class=""a-size-base"">
     No
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Weight
    </th>
    <td class=""a-size-base"">
     17 kg 700 g
    </td>
   </tr>
  </tbody>
 </table>
 <p>
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For enquires please contact us on (+971) 56 109 8656.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/08/cisco3925.jpg,0,,1,,,,0,,0,0,,,,,"3900 Series, Cisco, Routers, ","cisco, cisco integrated service router, cisco router, integrated service router, router, "
140,Cisco 887VGA-VG,1,Cisco 881G 4G LTE 2.0 ISR – Router – WWAN – 4-port switch," <p>
  CISCO
 </p>
</div>"," <h2>
  Cisco 881G 4G LTE 2.0 ISR – Router – WWAN – 4-port switch
 </h2>
 <p>
  Cisco 880 series router performance allows customers to take advantage of broadband network speeds while running secure, concurrent data, voice, video, and wireless services. An integrated stateful and application inspection firewall provides network perimeter security. High-speed IPsec 3DES and AES encryption offer data privacy over the Internet. Intrusion prevention enforces security policy in a larger enterprise or service provider network. Content filtering offers category-based URL classification and blocking, thus providing increased productivity and better use of company resources.
 </p>
 <table class=""a-keyvalue prodDetTable"" id=""productDetails_techSpec_section_1"" role=""presentation"">
  <tbody>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Brand
    </th>
    <td class=""a-size-base"">
     Cisco
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Product Dimensions
    </th>
    <td class=""a-size-base"">
     32.5 x 26.4 x 4.8 cm; 1.87 Kilograms
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item model number
    </th>
    <td class=""a-size-base"">
     C881G-4G-GA-K9
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Manufacturer
    </th>
    <td class=""a-size-base"">
     CISCO SYSTEMS – ENTERPRISE
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     RAM Size
    </th>
    <td class=""a-size-base"">
     1024 MB
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Connectivity Type
    </th>
    <td class=""a-size-base"">
     4G,EDGE,GPRS,GSM,HSPA+,LTE,UMTS
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Number of Serial Ports
    </th>
    <td class=""a-size-base"">
     1
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Are Batteries Included
    </th>
    <td class=""a-size-base"">
     No
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Weight
    </th>
    <td class=""a-size-base"">
     1.87 kg
    </td>
   </tr>
  </tbody>
 </table>
 <p>
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For enquires please contact us on (+971) 56 109 8656.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/08/cisco881g.jpg,0,,1,,,,0,,0,0,,,,,"Cisco, Routers, ","cisco, cisco router, LTE, router, switches, "
141,Cisco 881GW,1,Cisco 881GW wireless router Dual-band [2.4 GHz / 5 GHz] Fast Ethernet 3G Black," <p>
  CISCO
 </p>
</div>"," <h2>
  Cisco 881GW wireless router Dual-band [2.4 GHz / 5 GHz] Fast Ethernet 3G Black
 </h2>
 <p>
  Cisco 881GW wireless router Dual-band [2.4 GHz / 5 GHz] Fast Ethernet 3G Black, Top Wi-Fi standard: Wi-Fi 4 (802.11n), WLAN data transfer rate (max): 300 Mbit/s. Ethernet LAN interface type: Fast Ethernet, Ethernet LAN data rates: 10,100 Mbit/s, Cabling technology: 10/100Base-T(X). 2G standards: EDGE, GPRS, 3G standards: HSPA,HSPA+,UMTS, UMTS bands supported: 850,900,1900,2100 MHz. Security algorithms: 3DES,128-bit AES,256-bit AES,802.1x RADIUS,DES,HTTPS,SSH,SSL/TLS. Routing protocols: EIGRP,HSRP, Management protocols: SNMPv3, IGMPv3, Supported network protocols: IPv4, IPv6, DNS, PPPoE, PPPoA, HTTPS, FTP, Telnet.
 </p>
 <table class=""a-keyvalue prodDetTable"" id=""productDetails_techSpec_section_1"" role=""presentation"">
  <tbody>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Brand
    </th>
    <td class=""a-size-base"">
     Cisco
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Manufacturer
    </th>
    <td class=""a-size-base"">
     CISCO SYSTEMS – ENTERPRISE
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Model
    </th>
    <td class=""a-size-base"">
     CISCO881GW-GN-A-K9
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Model Year
    </th>
    <td class=""a-size-base"">
     2010
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Product Dimensions
    </th>
    <td class=""a-size-base"">
     26.39 x 32.51 x 4.39 cm; 2.5 Kilograms
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item model number
    </th>
    <td class=""a-size-base"">
     CISCO881GW-GN-A-K9
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     RAM Size
    </th>
    <td class=""a-size-base"">
     256 MB
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Memory Storage Capacity
    </th>
    <td class=""a-size-base"">
     256 MB
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Flash Memory Installed Size
    </th>
    <td class=""a-size-base"">
     128
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Colour Screen
    </th>
    <td class=""a-size-base"">
     No
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Wattage
    </th>
    <td class=""a-size-base"">
     60 Watts
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Batteries Included
    </th>
    <td class=""a-size-base"">
     No
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Batteries Required
    </th>
    <td class=""a-size-base"">
     No
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Data Transfer Rate
    </th>
    <td class=""a-size-base"">
     100 Megabits Per Second
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Wireless Type
    </th>
    <td class=""a-size-base"">
     802.11n, 802.11b, 802.11g
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Includes Rechargable Battery
    </th>
    <td class=""a-size-base"">
     No
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Remote Control Included?
    </th>
    <td class=""a-size-base"">
     No
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Manufacturer
    </th>
    <td class=""a-size-base"">
     CISCO SYSTEMS – ENTERPRISE
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Weight
    </th>
    <td class=""a-size-base"">
     2 kg 500 g
    </td>
   </tr>
  </tbody>
 </table>
 <p>
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For enquires please contact us on (+971) 56 109 8656.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/08/routers-887-integrated-services-router.jpg,0,,1,,,,0,,0,0,,,,,"Cisco, Routers, ","cisco, cisco Ethernet devices, cisco router, wireless, wireless devices, wireless router, "
142,Cisco 881G,1,Cisco 881 G Wireless Integrated Services Router," <p>
  CISCO
 </p>
</div>"," <h2>
  Cisco 881 G Wireless Integrated Services Router
 </h2>
 <p>
 </p>
 <p>
  The 10/100-Mbps fast Ethernet models of the Cisco 881 Integrated Services Routers combine Internet access, security and wireless services onto a single, secure device. This router offers broadband speeds and simplified management to small businesses, and enterprise small branch and teleworkers.
 </p>
 <table class=""a-keyvalue prodDetTable"" id=""productDetails_techSpec_section_1"" role=""presentation"">
  <tbody>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Brand
    </th>
    <td class=""a-size-base"">
     Cisco
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Manufacturer
    </th>
    <td class=""a-size-base"">
     CISCO SYSTEMS – ENTERPRISE
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Package Dimensions
    </th>
    <td class=""a-size-base"">
     33.02 x 25.4 x 5.08 cm; 5.1 Kilograms
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item part number
    </th>
    <td class=""a-size-base"">
     PE4869
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Connector Type
    </th>
    <td class=""a-size-base"">
     Ethernet
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Manufacturer
    </th>
    <td class=""a-size-base"">
     CISCO SYSTEMS – ENTERPRISE
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Weight
    </th>
    <td class=""a-size-base"">
     5 kg 100 g
    </td>
   </tr>
  </tbody>
 </table>
 <p>
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For enquires please contact us on (+971) 56 109 8656.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/08/routers-887-integrated-services-router.jpg,0,,1,,,,0,,0,0,,,,,"Cisco, Routers, ","integrated service router, router, wifi controller, wifi router, wireless, wireless devices, "
143,Cisco 887VA-M,1,Cisco 887VA-M-K9 Annex M Router – VDSL2/ADSL2+ Over POTS," <p>
  CISCO
 </p>
</div>"," <p>
  CISCO 887VA-M-K9  887VA-M-K9 Annex M Router with VDSL2/ADSL2+ Over POTS
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/08/740435-625842-800.jpg,0,,1,,,,0,,0,0,,,,,"Cisco, Routers, ","annex m router, cisco, cisco router, integrated service router, "
